X,Y,OBJECTID,METER_ID,VENDOR,PAY_POLICY,PRE_PAY,PARK_NO_PAY,GREEN_DOME,TOW_AWAY,STREET_CLEANING,DIR,BLK_NO,STREET,LOCK_,LOCK__,LONGITUDE,LATITUDE,TRAVEL_DIRECTION,FROM_INTERSECTION,TO_INTERSECTION,SPACE_NUMBER,NUMBEROFSPACES,METER_TYPE,HAS_SENSOR,G_DISTRICT,G_PASSPORT_ZONES,G_PM_ZONE,G_SUBZONE,G_ZONE,BASE_RATE,POLE_MOUNT,YOKE,HOUSING_TYPE,HOUSING_MANUFACTURER,SIDEWALKGE,COIN_SLOTLE,METER_CONDITION,PERMIT_RATE,INSTALLED_ON,PURCHASED_DATE,METER_STATE,SPACE_STATE
777044.5705,2955916.373,1102,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,SURF,INDIA ST,1,,-71.052767,42.358316,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
777031.0167,2955923.955,1103,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,SURF,INDIA ST,1,,-71.052817,42.358337,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
777003.9203,2955936.933,1104,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,SURF,INDIA ST,1,,-71.052917,42.358373,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
776984.9551,2955945.58,1105,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,SURF,INDIA ST,1,,-71.052987,42.358397,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
776961.1153,2955956.023,1106,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,SURF,INDIA ST,1,,-71.053075,42.358426,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
776942.1616,2955962.483,1107,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,SURF,INDIA ST,1,,-71.053145,42.358444,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
777107.9241,2955999.066,1108,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,INDI,MILK ST,1,,-71.052531,42.358542,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,151,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
777087.3982,2955996.043,1109,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,INDI,MILK ST,1,,-71.052607,42.358534,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
777053.3723,2955990.398,1110,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,INDI,MILK ST,1,,-71.052733,42.358519,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
777033.9409,2955984.83,1111,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,INDI,MILK ST,1,,-71.052805,42.358504,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
777010.1775,2955980.697,1112,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,INDI,MILK ST,1,,-71.052893,42.358493,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
776990.7445,2955975.493,1113,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,INDI,MILK ST,1,,-71.052965,42.358479,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
776960.2282,2955970.596,1114,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,INDI,MILK ST,1,,-71.053078,42.358466,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
777160.6457,2956047.448,1115,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,INDI,MILK ST,1,,-71.052335,42.358674,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,153,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
777135.5388,2956041.849,1116,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,INDI,MILK ST,1,,-71.052428,42.358659,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
777110.4316,2956036.251,1117,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,INDI,MILK ST,1,,-71.052521,42.358644,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
777085.3247,2956030.653,1118,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,INDI,MILK ST,1,,-71.052614,42.358629,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
777060.2178,2956025.055,1119,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,INDI,MILK ST,1,,-71.052707,42.358614,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
777035.1109,2956019.457,1120,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,INDI,MILK ST,1,,-71.0528,42.358599,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
777009.7356,2956013.493,1121,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,INDI,MILK ST,1,,-71.052894,42.358583,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
776984.6284,2956007.895,1122,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,INDI,MILK ST,1,,-71.052987,42.358568,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,152,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
776959.5215,2956002.297,1123,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,INDI,MILK ST,1,,-71.05308,42.358553,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
776934.4142,2955996.699,1124,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,INDI,MILK ST,1,,-71.053173,42.358538,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
776909.3073,2955991.101,1125,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,INDI,MILK ST,1,,-71.053266,42.358523,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
776890.8753,2956001.209,1126,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,MILK,INDIA ST,1,,-71.053334,42.358551,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,154,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
776852.5601,2956040.366,1127,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,MILK,INDIA ST,1,,-71.053475,42.358659,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
776834.9276,2956052.665,1128,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,E,MILK,INDIA ST,1,,-71.05354,42.358693,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
777026.5919,2956097.765,1129,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,INDI,CENTRAL ST,1,,-71.05283,42.358814,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,155,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
777046.3048,2956101.148,1130,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,INDI,CENTRAL ST,1,,-71.052757,42.358823,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
777117.5999,2956112.455,1131,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,INDI,CENTRAL ST,1,,-71.052493,42.358853,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
776681.3094,2956226.423,1132,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,STAT,INDIA ST,1,,-71.054105,42.359172,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,156,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
776687.6267,2956207.141,1133,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,STAT,INDIA ST,1,,-71.054082,42.359119,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
776704.0794,2956162.038,1134,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,STAT,INDIA ST,1,,-71.054022,42.358995,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
776697.7772,2956178.404,1135,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,STAT,INDIA ST,1,,-71.054045,42.35904,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
776718.8855,2956121.663,1136,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,STAT,INDIA ST,1,,-71.053968,42.358884,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
776712.8425,2956140.218,1137,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,STAT,INDIA ST,1,,-71.05399,42.358935,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
776683.8416,2956052.239,1138,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,BROA,CENTRAL ST,1,,-71.054099,42.358694,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,157,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
776663.6165,2956043.387,1139,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,BROA,CENTRAL ST,1,,-71.054174,42.35867,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
776783.3371,2956046.199,1140,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,CENT,INDIA ST,1,,-71.053731,42.358676,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,158,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
776768.9516,2956057.786,1141,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,CENT,INDIA ST,1,,-71.053784,42.358708,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
776829.7662,2956005.991,1142,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,CENT,INDIA ST,1,,-71.05356,42.358565,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
776816.4538,2956019.04,1143,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,CENT,INDIA ST,1,,-71.053609,42.358601,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
776844.2268,2955928.443,1144,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,BROA,MILK ST,1,,-71.053508,42.358352,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,159,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
776831.3298,2955913.798,1145,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,BROA,MILK ST,1,,-71.053556,42.358312,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
776807.9073,2955896.183,1146,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,BROA,MILK ST,1,,-71.053643,42.358264,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
776794.1917,2955882.992,1147,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,BROA,MILK ST,1,,-71.053694,42.358228,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
776776.4657,2955861.398,1148,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,BROA,MILK ST,1,,-71.05376,42.358169,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
776761.6692,2955848.201,1149,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,BROA,MILK ST,1,,-71.053815,42.358133,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
776740.9474,2955830.964,1150,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,BROA,MILK ST,1,,-71.053892,42.358086,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
776727.226,2955818.867,1151,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,BROA,MILK ST,1,,-71.053943,42.358053,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
776544.4137,2956148.449,1152,,IPS,11:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-11:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,STAT,BROAD ST,1,,-71.054613,42.35896,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,163,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
776537.5617,2956166.634,1153,,IPS,11:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-11:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,STAT,BROAD ST,1,,-71.054638,42.35901,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
776616.9296,2955926.161,1154,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,BROA,WATER ST,1,,-71.054349,42.358349,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,164,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
776578.9176,2955907.377,1155,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,BROA,WATER ST,1,,-71.05449,42.358298,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
776562.2175,2955896.357,1156,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,BROA,WATER ST,1,,-71.054552,42.358268,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
776527.1936,2955874.672,1157,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,BROA,WATER ST,1,,-71.054682,42.358209,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
776516.9669,2955866.237,1158,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,BROA,WATER ST,1,,-71.05472,42.358186,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
776482.1983,2955847.469,1159,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,BROA,WATER ST,1,,-71.054849,42.358135,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
776467.9362,2955835.369,1160,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,BROA,WATER ST,1,,-71.054902,42.358102,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
776421.0219,2955813.259,1161,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,BROA,WATER ST,1,,-71.055076,42.358042,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
776489.4214,2955809.971,1162,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,BATT,WATER ST,1,,-71.054823,42.358032,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
776507.4784,2955819.905,1163,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,BATT,WATER ST,1,,-71.054756,42.358059,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
776548.1496,2955847.085,1164,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,BATT,WATER ST,1,,-71.054605,42.358133,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
776564.0505,2955855.914,1165,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,BATT,WATER ST,1,,-71.054546,42.358157,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
776612.2666,2955887.507,1166,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,BATT,WATER ST,1,,-71.054367,42.358243,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,165,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
776624.3834,2955896.317,1167,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,BATT,WATER ST,1,,-71.054322,42.358267,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0BB,BB,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
